"","comicName","comicSummary","comicGrade"
"2534","디지털브레이커","상상이현실이된다!","9.67  "
"2535","[실화] 사랑하니까 시즌4","2030세대의 실제사랑이야기를 바탕으로 제작","9.67  "
"2536","헤븐샤워(Heaven Shower)","천국이 쏟아지다.","9.75  "
"2537","다른 세상 소년","필승고 악마 신수현","9.55  "
"2538","길에서 만나다","함께 걷고 싶은 길, 서울풍경.","9.64  "
"2539","레비아탄","사랑하는 당신에게","9.73  "
"2540","꽃같은인생","본격 연애물!","9.63  "
"2541","괴짜여기숙사","소소한여대기숙사만화","9.77  "
"2542","친절한영희씨","본격다직업열혈히로인개그만화","9.60  "
"2543","가타리안","누군가를 죽여야 보상이 주어지는 가타리안. 가타리안이 된 한신. 보상을 통한 그의 무한 업그레이드.","7.35  "
"2544","괴몽탐정 라로샤","본격드림환타지","9.56  "
"2545","잉코무뚜","제국과 마법, 그리고 소수종족 잉코와 무뚜의 이야기","9.57  "
"2546","잡았다","그냥 이별 만화.","9.74  "
"2547","싸바? 싸바!","쌈바 아니고 싸바 (Ca va?  Ca va!)","9.59  "
"2548","LAYERS","학원액션판타지서스펜스로망이능력배틀물","9.71  "
"2549","자취방의 금수들","먹어도 먹어도 배고프고, 자도자도 졸린 삶.☆자취하는 금수들의 그림일기☆http://blog.naver.com/npsngs","9.68  "
"2550","선인장과 라디오","그들이 말했다.","9.75  "
"2551","천체의 성","천체의 성을 지키기 위한 태양소년과 친구들의 모험.","9.55  "
"2552","매진녀 밀리케이","매사에 진지한 녀자 밀리케이","9.64  "
"2553","Soul Guide -소울 가이드-","저승사자 프로젝트!","9.65  "
"2554","마음을 주세요","괴수녀의 마음을 뺏어라.","9.22  "
"2555","사신전","사신전","9.73  "
"2556","먼지처럼","유난히도 추웠던 그 겨울날의 이야기.","9.53  "
"2557","무토 (Muto)","리메이크예정","9.70  "
"2558","악마왕의 괴팍한나라","악... 만우절입니다","9.50  "
"2559","아스말의 노래","판타지 미스테리 액션 모험","9.53  "
"2560","탈(TAL)","by 강임","9.76  "
"2561","진부한 로맨스는 영원히.","흔해빠진 사랑타령.","9.79  "
"2562","내 어린고양이와 늙은개","인생 견생 묘생","9.76  "
"2563","고시생툰","고시생 이야기","9.69  "
"2564","혈액형에 관한 간단한 고찰","각자 다른 혈액형들 사이에서 벌어지는 즐거운 에피소드","9.70  "
"2565","그라운드 제로","1945년 8월의 이야기","9.72  "
"2566","Stupor Mundi","'세계의 경이'","9.59  "
"2567","마야","마야","9.16  "
"2568","잡초이야기","part 1.농부찬양가","9.67  "
"2569","SORRY MAN","우리집에 살인마가 왓다.","9.67  "
"2570","관유의 상자세상","현재 예속요를 연재 중입니다.","9.27  "
"2571","엔파이터즈","격투 게임의 최고가 되는 그날까지","9.13  "
"2572","시간의 섬","마지막 공지","9.67  "
"2573","누구세요","고양이라서 미안해","9.62  "
"2574","인터뷰","스릴러","6.44  "
"2575","아멜리아","유쾌한 일상으로 만들어 가는 청춘의 기록","9.70  "
"2576","Scapegoat","Scapegoat","9.63  "
"2577","하트먼트","정많은 아파트 이웃사람들과의 우당탕 즐거운 에피소드","9.74  "
"2578","HAVEN's","헤이븐","9.41  "
"2579","케이쿤 이야기","일상 개그만화","9.38  "
"2580","슭의 말년휴가","슭의 군대이야기","9.02  "
"2581","페이백 [완]","판타지소년만화","9.45  "
"2582","seal","루이","7.98  "
"2583","파푸리안","그와그녀","9.54  "
"2584","기세기세 (기네스 세계 기록 세우기)","기네스 세계 기록을 세우려는 한 소년의 도전이 시작된다!","9.59  "
"2585","컵씨의 마음차","여유만만 티타임","9.66  "
"2586","발타인(BALTAINE)","개그RPG만화","9.55  "
"2587","사랑의 아쿠아리움","사실개그만화","9.63  "
"2588","아이디어맨","순정만화","9.48  "
"2589","봄이여 오라","현대판타지로맨스","9.68  "
"2590","크리퍼스큘(Crepuscule)","뱀파이어 학원 판타지","9.74  "
"2591","어서와","어느 자취생의 이야기","9.82  "
"2592","피노키오","그들의발랄한일상생활","9.75  "
"2593","잭과콩나물!!","본격 정신나간 콩나물vs잭 격투만화","9.45  "
"2594","앜","ㅋ","9.60  "
"2595","늑대의성","늑대와 달과 계약자.","9.75  "
"2596","스물둘*","유냐 ;)","9.43  "
"2597","무령[巫鈴] the kinslayer","인간과 인간이 아닌 자. 그리고 인과율에 따라 그 두 세계를 잇는 소녀의 이야기.","9.74  "
"2598","LOST","잃어버린 자들의 이야기.","9.67  "
"2599","별의 유언","그가보는이야기","9.69  "
"2600","소년전[Limit]","판타지 코믹액션","9.42  "
"2601","들어는 보았나! 질풍기획!","오늘을 사는 우리네의 질풍같은 이야기","9.71  "
"2602","STUPOR MUNDI","중세역사판타지","9.31  "
"2603","그런지(grunge)","밴드만화!","9.69  "
"2604","폭력의신","스타일리시 리얼액션","9.62  "
"2605","잠이오냐","학원과 집에서 벌어지는 일상 개그만화","9.76  "
"2606","이별에서 이별하는 법","이별만화","9.83  "
"2607","카페,롤링페이퍼(CAFE,ROLLING PAPER)","그와 내가 진정한 가족이 될 수 있을까?","9.76  "
"2608","와일드 (THE WILD)","와일드한 녀석들의 와일드한 만화","8.84  "
"2609","안개숲에살다","전생으로 부터의 기다림, 알수없는 운명이 안개숲으로 이끈다.","9.70  "
"2610","저스트 나우","하고싶은걸 시작할'때'는 내일도 모래도 아닌 그냥 지금","9.57  "
"2611","PWAP(피와피)","피와 피가 얽힌...","9.76  "
"2612","방울토마토","민훈이 고딩이야기","9.75  "
"2613","옆집화랑","옆집에 화랑이 산다","9.74  "
"2614","클래비쇼","초대박 프로젝트","8.88  "
"2615","녹색문","녹색문","9.75  "
"2616","미친4컷 2010","4컷만화.","9.74  "
"2617","오마이레이스(Oh! my lace)","아주 강력한 쇼핑몰이 온다!!!","9.74  "
"2618","봄봄","봄봄","9.75  "
"2619","내일은 만화왕","본격입시만화만화","9.71  "
"2620","낙원이야기","SF샤머니즘","8.18  "
"2621","양의 향수병","어른 동화","9.55  "
"2622","세가지색 클로버","3가지 인격의 주인공이 펼치는 액션만화~","9.54  "
"2623","지구방위 연구소","본격 4컷만화","9.74  "
"2624","델리의 말랑말랑","외로워도 슬퍼도 나는 안울어-","9.03  "
"2625","자취주부男 만화일기 / 금속문어","금속문어 - 자취주부男 만화일기","9.76  "
"2626","마녀가 되다.","도전!도전!","9.63  "
"2627","설뫼뎐","바위의 모험이야기!","9.75  "
"2628","기적이운다","기적이운다 연재공지","9.39  "
"2629","흑색논란","인간과 종(種)이 된 인간들의 전쟁","9.69  "
"2630","여자만화[구두]","여자만화","9.74  "
"2631","배추걸다이어리","나는야 미녀 배추걸","9.75  "
"2632","별과 바람과 꽃길의 왈츠","소년과 소녀의 모험 이야기","9.69  "
"2633","YUGA","뭐든지 다 이유가 있는 거 아니겠어?","9.69  "
"2634","조선명탐정 진현군","가상국 조선에서 추리세계가 펼쳐진다","9.77  "
"2635","라에스토나 (La Estona)","New Estona Project","9.63  "
"2636","쳇 세렌디피티","라 돌체비타","9.08  "
"2637","개와나","bye~","9.69  "
"2638","Guardian","수호자","9.75  "
"2639","어쿠스틱라이프",":","9.57  "
"2640","스물일곱","감동로맨스","9.56  "
"2641","'아동전문' 동화미술학원","요괴와 인간, 최후전선 동화미술학원의 오늘은...","9.70  "
"2642","견우와 직녀","견우와 직녀의 또 다른사정","9.57  "
"2643","위기의인생","피할 수 없는 위기의 이야기.","8.63  "
"2644","달려!!","야구를 사랑하는 고교생들의 이야기.","9.23  "
"2645","출동!인간퇴치 사무소","권리찾는 귀신들","9.59  "
"2646","스토커","누군가 당신을 지켜보고 있다면?....","9.77  "
"2647","포그이야기","포그이야기 Vol.4 - 서른 즈음을 살아가는 사람들의 이야기","8.28  "
"2648","철가방 익스프레스","좌충우돌 철가방 시트콤","9.65  "
"2649","[울지마]","미르+폭냥 = 울지마","9.64  "
"2650","나와너","나와너","9.77  "
"2651","블루로맨스(blue romance)","푸릇푸릇한 청춘","9.50  "
"2652","낭만다이어리","주낭만을 불러봐. 롸잇나우!","9.21  "
"2653","푸른 도마뱀","환타지 만화 입니다.","9.48  "
"2654","신의 탑","신의탑","9.73  "
"2655","살인자ㅇ난감","물건 파는 것도 아니고 카피는 무슨...","9.65  "
"2656","제페토","제페토 할아버지와 피노키오의 휴먼스토리","9.66  "
"2657","어느 공대생 이야기","어느 공대생 이야기","9.68  "
"2658","우리가 흘린 메모지들","판타지 휴머니즘, 드라마 단편선","9.57  "
"2659","사랑을 주세요","사랑을 주세요","9.67  "
"2660","참 잘했어요!","참 잘했어요!","9.67  "
"2661","Penguin loves Mev","한국여자, 영국남자.","9.76  "
"2662","스페이스 차이나드레스","코믹SF무협","9.63  "
"2663","까마귀의 편지","까마귀의 편지","9.61  "
"2664","환상주사위","환상학원모험물","9.69  "
"2665","파란만장 꼬무신 일지","기다리는 것이 아니라 사랑하는 것이다.","9.20  "
"2666","곰팅이의 하늘우체통","사랑많고 마음따뜻한 곰팅이가 들려주는 세상에서 가장 아름다운 이야기","9.57  "
"2667","보보니이야기","사랑.우정.인생에 관련된 이야기","9.76  "
"2668","귀신이보이다1(막장녀의일기)","주인공 왕추자에게 귀신이 보이기 시작한다","9.55  "
"2669","스마일브러시","스마일브러시","9.70  "
"2670","BEST WAY","BEST WAY","9.48  "
"2671","서머너즈","Playing English","9.54  "
"2672","[그녀의 비무다]","무림 다이어리","9.68  "
"2673","[야메떼 오이상]","실연당한 찌질이 백수의 여자친구 되찾기!","9.63  "
"2674","너땜에 찬란한 내인생!","상큼 러브판타지♡","9.64  "
"2675","폭풍의전학생","살아남는게목적임","9.69  "
"2676","특수 영능력 수사반","특영반","9.72  "
"2677","무차별 소년소녀","놀고 있어요.","9.77  "
"2678","러비츠","신입디자이너 러빗의 좌충우돌 성장기","9.34  "
"2679","Captor","열등감에 사로잡힌 사람들의 이야기.","9.76  "
"2680","죽음의 섬","미스터리전쟁공포 스릴러 - 죽음의 섬. 남양군도   연기가 피워 오르면 병사들이 죽는다. 왜?","9.66  "
"2681","아무것도 아니에요","말하기어려운 마음한부분의 이야기","9.69  "
"2682","우리이모 이야기","젊음과 끼를 주체 못하는 우리 이모 <제란>과  가족들의 이야기","9.50  "
"2683","신부의 조각","평범한 듯 평범하지 않은 일기(?) 일까나... 장르는 아직 고민중","9.67  "
"2684","CELL","우리는 언젠가 죽습니다. 단지 그 때를 우리 마음대로 할수 없을 뿐이죠.","9.60  "
"2685","낯선자들의 보고서","다른이들의 시선으로 본 이방인","9.54  "
"2686","확률","세 사람","9.53  "
"2687","써라 그림일기","그림일기","9.23  "
"2688","CARNIVAL","준비중","9.52  "
"2689","고슴도치","평범한 사람들의 평범한 이야기.","9.50  "
"2690","넌 죽었다.","평범한 일상에 찾아온 비극","9.56  "
"2691","콘스탄쯔 이야기 | 지민양 이야기","팩션 다큐멘터리","9.68  "
"2692","저승의 간섭","저승사자와 귀신들의 요절복통 코믹 호러 저승토크쇼!","9.66  "
"2693","[수잉츄|CRAZY CRAYON]","망상쟁이 망상일기 '크레이지 크레용'","9.71  "
"2694","스턴건","경찰은 5분거리에 있다","9.46  "
"2695","너무 예쁜 거 아니니 꼬무야","사람은 고양이처럼 고양이는 사람처럼","9.67  "
"2696","3월의 토끼","신년 특집단편","9.73  "
"2697","한줄기 빛","병태의 영화제작 푸로젝트","9.39  "
"2698","웬일이니!!!","키득하며 웃을때까지 도전하는 만화!!","9.59  "
"2699","아스란영웅전","용을 물리친 용사의 이야기","9.67  "
"2700","이명충(耳鳴蟲)","미스테리 스릴러","9.61  "
"2701","작살패러디","작살패러디","9.13  "
"2702","크레파스","깔깔깔~","9.77  "
"2703","Find(파인드)","10화 11/16 업뎃","9.66  "
"2704","부탁해요-! 곰씨!","이별후에 오는것들","9.77  "
"2705","인간사육일지","육일지네 가족이야기","9.67  "
"2706","조립식","조립식","8.72  "
"2707","청소년들의 사랑","이상한 순정만화","9.62  "
"2708","오래된 노래","소나기와 함께 찾아 온 첫사랑의 기억","9.51  "
"2709","케미스트리","누와르noir","9.67  "
"2710","소설가J","어두운 지하실, 그 곳에 당신을 기다리고 있는 J가 있다","9.70  "
"2711","고!고!루키루!","루키루!와 함께 즐거운 하루 보내세요!!!","9.69  "
"2712","MASK BOY","MASK BOY","9.55  "
"2713","안개의 시","우린 어쩌면 안개속에서 길을 잃어 헤매고 있는 건지도 몰라.","9.73  "
"2714","[H愛TE]","박성철","9.63  "
"2715","MODEL (모델)","'도전 수퍼모델' 같은 이야기를 생각하신다면... 좀 민망합니다. 후후;;;","8.14  "
"2716","인디언","내가 어릴적에...","9.76  "
"2717","놓지마정신줄","본격 유체이탈 예방프로젝트 웹툰","9.43  "
"2718","어른스러운 철구","공상 비과학 만화 <어른스러운 철구>","9.68  "
"2719","k-9 (canine)","good man's report","9.78  "
"2720","미미의일상","4차원밥맛소녀!","9.47  "
"2721","블랙마리아","블랙마리아","9.17  "
"2722","도치생각","고슴도치처럼 변해버린 사람의 세상사는 이야기.","9.33  "
"2723","흐드러지다","황제암살을 둘러싼 음모와 배신, 그리고 비극","9.73  "
"2724","개판","투견 바울의 이야기","9.69  "
"2725","그리고 그들은","타인에 의한 상처와 치유, 그 경계에서 행복한 결말을 꿈꾸는 이들의 이야기","9.57  "
"2726","그린스마일","멸종위기에 처한 야생동물의 환경이야기","9.55  "
"2727","무당벌레꼬린야","행복,나눔,일상","9.44  "
"2728","실질객관동화","당연한 이야기,들어보시겠습니까?","9.75  "
"2729","<지금우리학교는>","조용했던 학교..한순간에 핏빛으로 물들고....우린 갈데가 없다!!","9.72  "
"2730","마루여고","평범하지만 기억에 남는 여고의 일상생활을 소재로 한 만화, 마루여고입니다! :)","9.72  "
"2731","평범한 하루","평범한 하루","9.77  "
"2732","눅쓰의 일기","눅쓰의 별볼일없는 일상들속의 이야기","8.92  "
"2733","나이트런(knight run) 고화질 리테이크","우주+기사+검+고화질 재업","9.77  "
"2734","판다독","우리의 소심청년 판다독! 디자이너 판다독의 일상과 회사 동료, 친구 그리고 가족 이야기를 통해 우리의 모습을 들여다 보세요.","9.41  "
